,symbol,lastPrice,dayHigh,dayLow,closePrice,open,timestamp_ID,stock_market_ID,company_ID
0,RELIANCE,2791.8,2814.0,2761.75,0.0,2780.0,0,1,0
1,TCS,3394.45,3430.0,3380.0,0.0,3418.0,0,1,1
2,HDFC,2273.9,2287.0,2256.05,0.0,2257.0,0,1,2
3,WIPRO,466.9,472.0,464.2,0.0,472.0,0,1,3
4,ITC,271.0,272.9,269.7,0.0,272.4,0,1,4
5,ONGC,154.05,155.3,152.8,0.0,153.1,0,1,5
6,HINDALCO,403.6,406.2,395.95,0.0,402.6,0,1,6
7,NTPC,157.15,157.85,155.2,0.0,155.8,0,1,7
8,IOC,117.25,118.6,116.7,0.0,118.3,0,1,8
9,GRASIM,1337.45,1339.9,1316.3,0.0,1334.0,0,1,9
10,DLF,324.75,330.45,323.85,0.0,329.8,0,1,10
11,CIPLA,973.65,975.0,960.5,0.0,960.95,0,1,11
12,SIEMENS,2358.2,2358.5,2327.9,0.0,2344.1,0,1,12
13,BPCL,321.85,327.9,320.0,0.0,327.5,0,1,13
14,SRF,2355.05,2393.95,2331.0,0.0,2375.0,0,1,14
15,BRITANNIA,3461.25,3535.0,3456.85,0.0,3530.0,0,1,15
16,MINDTREE,2995.4,3062.0,2980.0,0.0,3055.25,0,1,16
17,GAIL,149.1,149.35,146.0,0.0,146.1,0,1,17
18,ZOMATO,70.25,71.0,69.2,0.0,70.0,0,1,18
19,MARICO,509.0,513.4,506.35,0.0,513.4,0,1,19
20,MPHASIS,2519.6,2552.85,2500.0,0.0,2549.0,0,1,20
21,IRCTC,654.7,665.0,648.15,0.0,665.0,0,1,21
22,UPL,768.4,778.8,764.55,0.0,771.95,0,1,22
23,GLAND,2805.0,2845.85,2788.3,0.0,2838.0,0,1,23
24,RELIANCE,2786.05,2814.0,2761.75,0.0,2780.0,1,1,0
25,TCS,3386.0,3430.0,3380.0,0.0,3418.0,1,1,1
26,HDFC,2274.6,2287.0,2256.05,0.0,2257.0,1,1,2
27,WIPRO,466.9,472.0,464.2,0.0,472.0,1,1,3
28,ITC,271.65,272.9,269.7,0.0,272.4,1,1,4
29,ONGC,154.35,155.3,152.8,0.0,153.1,1,1,5
30,HINDALCO,404.1,406.2,395.95,0.0,402.6,1,1,6
31,NTPC,157.25,157.85,155.2,0.0,155.8,1,1,7
32,IOC,117.2,118.6,116.7,0.0,118.3,1,1,8
33,GRASIM,1331.0,1339.9,1316.3,0.0,1334.0,1,1,9
34,DLF,324.0,330.45,323.1,0.0,329.8,1,1,10
35,CIPLA,972.15,975.0,960.5,0.0,960.95,1,1,11
36,SIEMENS,2353.0,2358.85,2327.9,0.0,2344.1,1,1,12
37,BPCL,321.8,327.9,320.0,0.0,327.5,1,1,13
38,SRF,2341.3,2393.95,2331.0,0.0,2375.0,1,1,14
39,BRITANNIA,3455.0,3535.0,3450.05,0.0,3530.0,1,1,15
40,MINDTREE,2989.0,3062.0,2980.0,0.0,3055.25,1,1,16
41,GAIL,148.75,149.35,146.0,0.0,146.1,1,1,17
42,ZOMATO,70.1,71.0,69.2,0.0,70.0,1,1,18
43,MARICO,507.95,513.4,506.35,0.0,513.4,1,1,19
44,MPHASIS,2513.0,2552.85,2500.0,0.0,2549.0,1,1,20
45,IRCTC,652.45,665.0,648.15,0.0,665.0,1,1,21
46,UPL,767.8,778.8,764.55,0.0,771.95,1,1,22
47,GLAND,2815.0,2845.85,2788.3,0.0,2838.0,1,1,23
48,RELIANCE,2783.4,2814.0,2761.75,0.0,2780.0,2,1,0
49,TCS,3387.75,3430.0,3380.0,0.0,3418.0,2,1,1
50,HDFC,2274.35,2287.0,2256.05,0.0,2257.0,2,1,2
51,WIPRO,466.45,472.0,464.2,0.0,472.0,2,1,3
52,ITC,271.65,272.9,269.7,0.0,272.4,2,1,4
53,ONGC,154.6,155.3,152.8,0.0,153.1,2,1,5
54,HINDALCO,404.6,406.2,395.95,0.0,402.6,2,1,6
55,NTPC,157.35,157.85,155.2,0.0,155.8,2,1,7
56,IOC,117.2,118.6,116.7,0.0,118.3,2,1,8
57,GRASIM,1330.3,1339.9,1316.3,0.0,1334.0,2,1,9
58,DLF,323.65,330.45,323.05,0.0,329.8,2,1,10
59,CIPLA,977.55,977.95,960.5,0.0,960.95,2,1,11
60,SIEMENS,2353.6,2358.85,2327.9,0.0,2344.1,2,1,12
61,BPCL,322.15,327.9,320.0,0.0,327.5,2,1,13
62,SRF,2342.95,2393.95,2331.0,0.0,2375.0,2,1,14
63,BRITANNIA,3462.4,3535.0,3450.05,0.0,3530.0,2,1,15
64,MINDTREE,2988.1,3062.0,2980.0,0.0,3055.25,2,1,16
65,GAIL,148.85,149.35,146.0,0.0,146.1,2,1,17
66,ZOMATO,70.15,71.0,69.2,0.0,70.0,2,1,18
67,MARICO,508.75,513.4,506.35,0.0,513.4,2,1,19
68,MPHASIS,2513.75,2552.85,2500.0,0.0,2549.0,2,1,20
69,IRCTC,652.8,665.0,648.15,0.0,665.0,2,1,21
70,UPL,767.1,778.8,764.55,0.0,771.95,2,1,22
71,GLAND,2826.0,2845.85,2788.3,0.0,2838.0,2,1,23
72,RELIANCE,2779.15,2814.0,2761.75,0.0,2780.0,3,1,0
73,TCS,3387.05,3430.0,3380.0,0.0,3418.0,3,1,1
74,HDFC,2276.0,2287.0,2256.05,0.0,2257.0,3,1,2
75,WIPRO,466.7,472.0,464.2,0.0,472.0,3,1,3
76,ITC,271.6,272.9,269.7,0.0,272.4,3,1,4
77,ONGC,154.45,155.3,152.8,0.0,153.1,3,1,5
78,HINDALCO,403.75,406.2,395.95,0.0,402.6,3,1,6
79,NTPC,157.75,157.85,155.2,0.0,155.8,3,1,7
80,IOC,117.1,118.6,116.7,0.0,118.3,3,1,8
81,GRASIM,1331.1,1339.9,1316.3,0.0,1334.0,3,1,9
82,DLF,323.95,330.45,323.05,0.0,329.8,3,1,10
83,CIPLA,975.65,977.95,960.5,0.0,960.95,3,1,11
84,SIEMENS,2351.3,2358.85,2327.9,0.0,2344.1,3,1,12
85,BPCL,321.8,327.9,320.0,0.0,327.5,3,1,13
86,SRF,2341.0,2393.95,2331.0,0.0,2375.0,3,1,14
87,BRITANNIA,3462.8,3535.0,3450.05,0.0,3530.0,3,1,15
88,MINDTREE,2985.0,3062.0,2980.0,0.0,3055.25,3,1,16
89,GAIL,148.6,149.35,146.0,0.0,146.1,3,1,17
90,ZOMATO,70.2,71.0,69.2,0.0,70.0,3,1,18
91,MARICO,508.65,513.4,506.35,0.0,513.4,3,1,19
92,MPHASIS,2508.35,2552.85,2500.0,0.0,2549.0,3,1,20
93,IRCTC,652.75,665.0,648.15,0.0,665.0,3,1,21
94,UPL,766.05,778.8,764.55,0.0,771.95,3,1,22
95,GLAND,2819.85,2845.85,2788.3,0.0,2838.0,3,1,23
96,RELIANCE,2774.9,2814.0,2761.75,0.0,2780.0,4,1,0
97,TCS,3387.05,3430.0,3380.0,0.0,3418.0,4,1,1
98,HDFC,2276.6,2287.0,2256.05,0.0,2257.0,4,1,2
99,WIPRO,466.65,472.0,464.2,0.0,472.0,4,1,3
100,ITC,272.0,272.9,269.7,0.0,272.4,4,1,4
101,ONGC,154.55,155.3,152.8,0.0,153.1,4,1,5
102,HINDALCO,403.95,406.2,395.95,0.0,402.6,4,1,6
103,NTPC,157.9,158.15,155.2,0.0,155.8,4,1,7
104,IOC,117.1,118.6,116.7,0.0,118.3,4,1,8
105,GRASIM,1329.45,1339.9,1316.3,0.0,1334.0,4,1,9
106,DLF,323.95,330.45,323.05,0.0,329.8,4,1,10
107,CIPLA,977.05,977.95,960.5,0.0,960.95,4,1,11
108,SIEMENS,2351.4,2358.85,2327.9,0.0,2344.1,4,1,12
109,BPCL,321.9,327.9,320.0,0.0,327.5,4,1,13
110,SRF,2341.75,2393.95,2331.0,0.0,2375.0,4,1,14
111,BRITANNIA,3463.6,3535.0,3450.05,0.0,3530.0,4,1,15
112,MINDTREE,2987.0,3062.0,2980.0,0.0,3055.25,4,1,16
113,GAIL,148.55,149.35,146.0,0.0,146.1,4,1,17
114,ZOMATO,70.45,71.0,69.2,0.0,70.0,4,1,18
115,MARICO,508.05,513.4,506.35,0.0,513.4,4,1,19
116,MPHASIS,2507.9,2552.85,2500.0,0.0,2549.0,4,1,20
117,IRCTC,652.3,665.0,648.15,0.0,665.0,4,1,21
118,UPL,765.95,778.8,764.55,0.0,771.95,4,1,22
119,GLAND,2820.0,2845.85,2788.3,0.0,2838.0,4,1,23
120,RELIANCE,2781.0,2814.0,2761.75,0.0,2780.0,5,1,0
121,TCS,3390.25,3430.0,3380.0,0.0,3418.0,5,1,1
122,HDFC,2279.8,2287.0,2256.05,0.0,2257.0,5,1,2
123,WIPRO,467.5,472.0,464.2,0.0,472.0,5,1,3
124,ITC,271.95,272.9,269.7,0.0,272.4,5,1,4
125,ONGC,154.7,155.3,152.8,0.0,153.1,5,1,5
126,HINDALCO,404.85,406.2,395.95,0.0,402.6,5,1,6
127,NTPC,158.15,158.15,155.2,0.0,155.8,5,1,7
128,IOC,117.3,118.6,116.7,0.0,118.3,5,1,8
129,GRASIM,1335.45,1340.0,1316.3,0.0,1334.0,5,1,9
130,DLF,324.7,330.45,323.05,0.0,329.8,5,1,10
131,CIPLA,978.5,979.7,960.5,0.0,960.95,5,1,11
132,SIEMENS,2354.6,2358.85,2327.9,0.0,2344.1,5,1,12
133,BPCL,322.55,327.9,320.0,0.0,327.5,5,1,13
134,SRF,2347.65,2393.95,2331.0,0.0,2375.0,5,1,14
135,BRITANNIA,3471.0,3535.0,3450.05,0.0,3530.0,5,1,15
136,MINDTREE,2995.0,3062.0,2980.0,0.0,3055.25,5,1,16
137,GAIL,148.9,149.35,146.0,0.0,146.1,5,1,17
138,ZOMATO,70.4,71.0,69.2,0.0,70.0,5,1,18
139,MARICO,510.0,513.4,506.35,0.0,513.4,5,1,19
140,MPHASIS,2512.2,2552.85,2500.0,0.0,2549.0,5,1,20
141,IRCTC,653.85,665.0,648.15,0.0,665.0,5,1,21
142,UPL,767.55,778.8,764.55,0.0,771.95,5,1,22
143,GLAND,2824.8,2845.85,2788.3,0.0,2838.0,5,1,23
144,RELIANCE,2779.25,2814.0,2761.75,0.0,2780.0,6,1,0
145,TCS,3390.75,3430.0,3380.0,0.0,3418.0,6,1,1
146,HDFC,2280.45,2287.0,2256.05,0.0,2257.0,6,1,2
147,WIPRO,467.2,472.0,464.2,0.0,472.0,6,1,3
148,ITC,271.95,272.9,269.7,0.0,272.4,6,1,4
149,ONGC,154.9,155.3,152.8,0.0,153.1,6,1,5
150,HINDALCO,405.0,406.2,395.95,0.0,402.6,6,1,6
151,NTPC,158.1,158.3,155.2,0.0,155.8,6,1,7
152,IOC,117.45,118.6,116.7,0.0,118.3,6,1,8
153,GRASIM,1335.35,1340.0,1316.3,0.0,1334.0,6,1,9
154,DLF,325.1,330.45,323.05,0.0,329.8,6,1,10
155,CIPLA,977.7,979.7,960.5,0.0,960.95,6,1,11
156,SIEMENS,2358.0,2358.85,2327.9,0.0,2344.1,6,1,12
157,BPCL,322.65,327.9,320.0,0.0,327.5,6,1,13
158,SRF,2352.5,2393.95,2331.0,0.0,2375.0,6,1,14
159,BRITANNIA,3474.05,3535.0,3450.05,0.0,3530.0,6,1,15
160,MINDTREE,2996.0,3062.0,2980.0,0.0,3055.25,6,1,16
161,GAIL,149.9,149.95,146.0,0.0,146.1,6,1,17
162,ZOMATO,70.35,71.0,69.2,0.0,70.0,6,1,18
163,MARICO,510.0,513.4,506.35,0.0,513.4,6,1,19
164,MPHASIS,2512.9,2552.85,2500.0,0.0,2549.0,6,1,20
165,IRCTC,655.1,665.0,648.15,0.0,665.0,6,1,21
166,UPL,768.6,778.8,764.55,0.0,771.95,6,1,22
167,GLAND,2824.2,2845.85,2788.3,0.0,2838.0,6,1,23
168,RELIANCE,2788.0,2814.0,2761.75,0.0,2780.0,7,1,0
169,TCS,3393.05,3430.0,3380.0,0.0,3418.0,7,1,1
170,HDFC,2278.25,2287.0,2256.05,0.0,2257.0,7,1,2
171,WIPRO,467.0,472.0,464.2,0.0,472.0,7,1,3
172,ITC,271.15,272.9,269.7,0.0,272.4,7,1,4
173,ONGC,153.9,155.3,152.8,0.0,153.1,7,1,5
174,HINDALCO,403.6,406.2,395.95,0.0,402.6,7,1,6
175,NTPC,157.1,157.85,155.2,0.0,155.8,7,1,7
176,IOC,117.15,118.6,116.7,0.0,118.3,7,1,8
177,GRASIM,1333.85,1339.9,1316.3,0.0,1334.0,7,1,9
178,DLF,324.85,330.45,323.85,0.0,329.8,7,1,10
179,CIPLA,973.3,975.0,960.5,0.0,960.95,7,1,11
180,SIEMENS,2357.0,2358.5,2327.9,0.0,2344.1,7,1,12
181,BPCL,322.25,327.9,320.0,0.0,327.5,7,1,13
182,SRF,2348.95,2393.95,2331.0,0.0,2375.0,7,1,14
183,BRITANNIA,3455.0,3535.0,3455.0,0.0,3530.0,7,1,15
184,MINDTREE,2994.0,3062.0,2980.0,0.0,3055.25,7,1,16
185,GAIL,148.8,149.35,146.0,0.0,146.1,7,1,17
186,ZOMATO,70.1,71.0,69.2,0.0,70.0,7,1,18
187,MARICO,507.0,513.4,506.35,0.0,513.4,7,1,19
188,MPHASIS,2518.75,2552.85,2500.0,0.0,2549.0,7,1,20
189,IRCTC,652.65,665.0,648.15,0.0,665.0,7,1,21
190,UPL,768.9,778.8,764.55,0.0,771.95,7,1,22
191,GLAND,2805.95,2845.85,2788.3,0.0,2838.0,7,1,23
192,RELIANCE,2774.0,2814.0,2761.75,0.0,2780.0,8,1,0
193,TCS,3388.1,3430.0,3380.0,0.0,3418.0,8,1,1
194,HDFC,2280.85,2287.0,2256.05,0.0,2257.0,8,1,2
195,WIPRO,466.9,472.0,464.2,0.0,472.0,8,1,3
196,ITC,271.8,272.9,269.7,0.0,272.4,8,1,4
197,ONGC,154.85,155.3,152.8,0.0,153.1,8,1,5
198,HINDALCO,405.45,406.2,395.95,0.0,402.6,8,1,6
199,NTPC,158.2,158.45,155.2,0.0,155.8,8,1,7
200,IOC,117.4,118.6,116.7,0.0,118.3,8,1,8
201,GRASIM,1332.8,1340.0,1316.3,0.0,1334.0,8,1,9
202,DLF,324.7,330.45,323.05,0.0,329.8,8,1,10
203,CIPLA,976.1,979.7,960.5,0.0,960.95,8,1,11
204,SIEMENS,2361.4,2362.3,2327.9,0.0,2344.1,8,1,12
205,BPCL,322.65,327.9,320.0,0.0,327.5,8,1,13
206,SRF,2351.0,2393.95,2331.0,0.0,2375.0,8,1,14
207,BRITANNIA,3473.5,3535.0,3450.05,0.0,3530.0,8,1,15
208,MINDTREE,2993.8,3062.0,2980.0,0.0,3055.25,8,1,16
209,GAIL,149.95,149.95,146.0,0.0,146.1,8,1,17
210,ZOMATO,70.4,71.0,69.2,0.0,70.0,8,1,18
211,MARICO,510.25,513.4,506.35,0.0,513.4,8,1,19
212,MPHASIS,2508.0,2552.85,2500.0,0.0,2549.0,8,1,20
213,IRCTC,654.2,665.0,648.15,0.0,665.0,8,1,21
214,UPL,768.75,778.8,764.55,0.0,771.95,8,1,22
215,GLAND,2822.65,2845.85,2788.3,0.0,2838.0,8,1,23
216,RELIANCE,2773.0,2814.0,2761.75,0.0,2780.0,9,1,0
217,TCS,3379.5,3430.0,3378.1,0.0,3418.0,9,1,1
218,HDFC,2278.95,2287.0,2256.05,0.0,2257.0,9,1,2
219,WIPRO,466.65,472.0,464.2,0.0,472.0,9,1,3
220,ITC,271.7,272.9,269.7,0.0,272.4,9,1,4
221,ONGC,154.95,155.3,152.8,0.0,153.1,9,1,5
222,HINDALCO,406.85,406.95,395.95,0.0,402.6,9,1,6
223,NTPC,158.3,158.45,155.2,0.0,155.8,9,1,7
224,IOC,117.35,118.6,116.7,0.0,118.3,9,1,8
225,GRASIM,1332.05,1340.0,1316.3,0.0,1334.0,9,1,9
226,DLF,324.3,330.45,323.05,0.0,329.8,9,1,10
227,CIPLA,975.65,979.7,960.5,0.0,960.95,9,1,11
228,SIEMENS,2361.0,2362.5,2327.9,0.0,2344.1,9,1,12
229,BPCL,322.3,327.9,320.0,0.0,327.5,9,1,13
230,SRF,2346.7,2393.95,2331.0,0.0,2375.0,9,1,14
231,BRITANNIA,3473.5,3535.0,3450.05,0.0,3530.0,9,1,15
232,MINDTREE,2998.0,3062.0,2980.0,0.0,3055.25,9,1,16
233,GAIL,149.1,149.95,146.0,0.0,146.1,9,1,17
234,ZOMATO,70.45,71.0,69.2,0.0,70.0,9,1,18
235,MARICO,508.5,513.4,506.35,0.0,513.4,9,1,19
236,MPHASIS,2496.9,2552.85,2496.05,0.0,2549.0,9,1,20
237,IRCTC,653.45,665.0,648.15,0.0,665.0,9,1,21
238,UPL,769.65,778.8,764.55,0.0,771.95,9,1,22
239,GLAND,2825.0,2845.85,2788.3,0.0,2838.0,9,1,23
240,RELIANCE,2772.0,2814.0,2761.75,0.0,2780.0,10,1,0
241,TCS,3381.6,3430.0,3377.7,0.0,3418.0,10,1,1
